particle_uid,material,acquisition_id,particle_id,npz_path,particle_type,n_components,oil_id,bitumen_id,oil_mix_id,bbox_height,bbox_width,bbox_area,distance_m,recon_pixel_um,numerical_aperture,lateral_resolution_um,axial_resolution_um,bbox_height_um,bbox_width_um,bbox_area_um2,area_um2,equiv_diameter_um,feret_max_um,feret_min_um,area_px,perimeter_px,perimeter_um,equiv_diameter_px,circularity,solidity,convex_deviation,feret_max_px,feret_min_px,aspect_ratio,amp_mean,amp_std,amp_contrast,rim_ratio,radial_gradient,phase_mean,phase_std,phase_contrast,Ra_optical,Rq_optical,Rt_optical,mean_opd,max_opd,integrated_opd,integrated_opd_per_area,mean_phase_gradient,std_phase_gradient,max_phase_gradient,edge_phase_gradient_mean,edge_phase_gradient_std,edge_phase_gradient_max,laplacian_variance,center_edge_phase_difference
Coke + Bitumen_Coke + Bitumen 3_raw260,Coke + Bitumen,Coke + Bitumen_Coke + Bitumen 3,260,/Users/arushimukherji/Desktop/AriyaLab/Processed_Data/NPZ/Coke + Bitumen_Coke + Bitumen 3_raw260.npz,single,1,1,0,1,510,312,159120,0.0245,1.0845210510208543,0.2441164778757107,0.8295220452226117,6.796116775410417,553.1057360206357,338.37056791850654,187154.70201628606,153938.03572894356,442.7188662446466,570.0125442055663,339.4021182259719,130879,1478.808224589213,1603.7986499897768,408.2160192537688,0.7520662810420374,0.9752751551822338,0.024724844817691546,525.5891931917931,312.95115747775884,1.679460774095863,0.7966547904553061,0.07399984730885,0.1558799999999999,1.1185090073135486,-0.08757273157787948,0.2637287515185782,0.14998204795147763,0.40490000000000004,0.13345450653215854,0.14998204795147763,0.49506,0.016999362448052543,0.032489929871515284,2224.859557838669,0.016999362448051246,0.004215959697498437,0.007023073496409145,0.06145165579542997,0.025984154263316555,0.0192690965356721,0.05414938826985953,5.117625025013503e-05,0.039469307881030896
Coke + Bitumen_Coke + Bitumen 3_raw264,Coke + Bitumen,Coke + Bitumen_Coke + Bitumen 3,264,/Users/arushimukherji/Desktop/AriyaLab/Processed_Data/NPZ/Coke + Bitumen_Coke + Bitumen 3_raw264.npz,aggregate,1,1,0,1,300,360,108000,0.0245,1.0845210510208543,0.2441164778757107,0.8295220452226117,6.796116775410417,325.3563153062563,390.4275783675075,127028.07829159686,84394.86760793472,327.8031159264828,397.94829704720127,293.35867707507606,71753,1439.3666658163702,1561.0234492155525,302.25611168904777,0.4352181979068062,0.9106750771025992,0.0893249228972739,366.93459907727424,270.49606533588167,1.3565247192103975,0.8010329800844564,0.07334888235440461,0.08120000000000005,1.0017180024758858,-0.0013526012519274877,0.3241517794377935,0.12246333645316086,0.340738,0.09815961635565272,0.12246333645316086,0.5695399999999999,0.020894094993871248,0.03811515788438531,1499.2139980952436,0.020894094993868337,0.005825674873248536,0.010254017509168328,0.0732041860141891,0.03541883439763394,0.01705884864590978,0.0639870272008319,6.0349065650326315e-05,0.027159986040576622
Coke + Bitumen_Coke + Bitumen 3_raw265,Coke + Bitumen,Coke + Bitumen_Coke + Bitumen 3,265,/Users/arushimukherji/Desktop/AriyaLab/Processed_Data/NPZ/Coke + Bitumen_Coke + Bitumen 3_raw265.npz,single,1,1,0,1,370,242,89540,0.0245,1.0845210510208543,0.2441164778757107,0.8295220452226117,6.796116775410417,401.2727888777161,262.45409434704675,105315.68639101466,83702.09410688147,326.45492214703324,416.2413834573123,262.89758790678906,71164,1138.683332908185,1234.9260449855142,301.0129880279805,0.689706449790352,0.9332004511000901,0.06679954889977881,383.80203230311326,242.4089303377974,1.5832833871602183,0.8094169283626552,0.08388878993136716,0.165817,1.094226844491919,-0.0710798426783078,0.22012538783654656,0.12841187548028393,0.34890699999999997,0.1138626230444735,0.12841187548028393,0.42116000000000003,0.01418878764755382,0.027181189420730643,1009.73088415052,0.014188787647551826,0.004589431230795173,0.006284702099694552,0.04974801955857135,0.020235661200959803,0.014647508757672057,0.04378625383610706,6.054769247657099e-05,0.06554454063521781
Coke + Bitumen_Coke + Bitumen 3_raw266,Coke + Bitumen,Coke + Bitumen_Coke + Bitumen 3,266,/Users/arushimukherji/Desktop/AriyaLab/Processed_Data/NPZ/Coke + Bitumen_Coke + Bitumen 3_raw266.npz,single,1,1,0,1,350,301,105350,0.0245,1.0845210510208543,0.2441164778757107,0.8295220452226117,6.796116775410417,379.582367857299,326.44083635727713,123911.18562981232,99110.12952928813,355.23363607703857,399.60443428447854,327.5664336345125,84264,1135.8792924010784,1231.8850040276418,327.5488620001049,0.8207059287086484,0.978187432524874,0.02181256747500995,368.4616669342959,302.0378749920768,1.2199187500705386,0.8039283771242761,0.0688777374676322,0.12691399999999997,1.0879379305375518,-0.06643122031538928,0.1891254504889395,0.09308129332303676,0.256617,0.07879103562793238,0.09308129332303676,0.37529,0.012190601375467475,0.024314108613896,1027.2288343023913,0.012190601375466029,0.004117852062550939,0.005068305752077714,0.04671232064455801,0.021237337847562883,0.010700954656353807,0.04150264389168477,7.110504896612214e-05,-0.01767703168681936
Coke + Bitumen_Coke + Bitumen 3_raw267,Coke + Bitumen,Coke + Bitumen_Coke + Bitumen 3,267,/Users/arushimukherji/Desktop/AriyaLab/Processed_Data/NPZ/Coke + Bitumen_Coke + Bitumen 3_raw267.npz,aggregate,1,1,0,1,380,300,114000,0.0245,1.0845210510208543,0.2441164778757107,0.8295220452226117,6.796116775410417,412.1179993879246,325.3563153062563,134085.19375224115,92365.87952073243,342.93423624660204,417.3940981746328,289.3997132297768,78530,1316.9158723275377,1428.2229859627064,316.2080034535058,0.5690224448264453,0.9258975417083151,0.07410245829156704,384.8649113650139,266.8456393330183,1.4422754380659366,0.791301751050554,0.06624101229026225,0.07734999999999992,1.011448735292732,-0.008870517450246362,0.37607914911498797,0.13426624276785987,0.357592,0.11517750971362248,0.13426624276785987,0.56162,0.024241216508054948,0.03780898356261228,1903.6627323775551,0.024241216508051864,0.005162629468708641,0.008885882108294031,0.07160664860891061,0.032687263589498014,0.01644248656368789,0.06477799954459848,4.6767983483933637e-05,0.12876653395767518
Coke + Bitumen_Coke + Bitumen 3_raw268,Coke + Bitumen,Coke + Bitumen_Coke + Bitumen 3,268,/Users/arushimukherji/Desktop/AriyaLab/Processed_Data/NPZ/Coke + Bitumen_Coke + Bitumen 3_raw268.npz,single,1,1,0,1,530,542,287260,0.0245,1.0845210510208543,0.2441164778757107,0.8295220452226117,6.796116775410417,574.7961570410528,587.810409653303,337871.1645374455,247335.43029284017,561.1748842053887,637.8320846908935,546.8922958784035,210286,1941.574818618083,2105.678762923308,517.4402872836424,0.7009902260008543,0.9694798668547219,0.030520133145232012,588.1232863949531,504.27079802979983,1.1662846405002376,0.7895263490199064,0.06467327651206065,0.13286999999999993,1.113597610248451,-0.08364607355708031,0.333983302264535,0.14694344710003215,0.399225,0.12431788968663349,0.14694344710003215,0.55397,0.021527812853549908,0.03572184155439947,4526.997653721596,0.021527812853548885,0.004314360658976741,0.007452742176638011,0.06753040944641164,0.03526353932277582,0.019293945184272625,0.06126657041160376,6.836973802916433e-05,0.01571965596317304
Coke + Bitumen_Coke + Bitumen 3_raw269,Coke + Bitumen,Coke + Bitumen_Coke + Bitumen 3,269,/Users/arushimukherji/Desktop/AriyaLab/Processed_Data/NPZ/Coke + Bitumen_Coke + Bitumen 3_raw269.npz,single,1,1,0,1,380,331,125780,0.0245,1.0845210510208543,0.2441164778757107,0.8295220452226117,6.796116775410417,412.1179993879246,358.97646788790274,147940.66377330606,112011.71277725596,377.6476428915176,414.6275887648274,359.2761865496013,95233,1226.0041840821063,1329.6273462766908,348.21605586727867,0.7961839616612917,0.9715273810494398,0.028472618950458207,382.31400706748894,331.2763603909914,1.1540636543345864,0.7857407460649145,0.06347586728283182,0.11106000000000005,1.0763161025214611,-0.05676561749773745,0.24299006772862347,0.1373491491992113,0.38031,0.11465125557470736,0.1373491491992113,0.56352,0.015662593512504167,0.03692526778334738,1491.5957679763094,0.015662593512502522,0.004437863209187155,0.00730546990106343,0.06904724125553463,0.0291133533547746,0.017257638768216267,0.06284794765941049,5.7452409598046356e-05,-0.05973032868653344
Coke + Bitumen_Coke + Bitumen 3_raw271,Coke + Bitumen,Coke + Bitumen_Coke + Bitumen 3,271,/Users/arushimukherji/Desktop/AriyaLab/Processed_Data/NPZ/Coke + Bitumen_Coke + Bitumen 3_raw271.npz,aggregate,1,1,0,1,600,430,258000,0.0245,1.0845210510208543,0.2441164778757107,0.8295220452226117,6.796116775410417,650.7126306125126,466.3440519389673,303455.9648077036,182913.37562443884,482.5894146228576,684.030219152565,350.5100363843944,155514,2029.2976900455578,2200.8160636424,444.9792967767648,0.4745563992149854,0.9233646635514025,0.07663533644853808,630.7210159809168,323.19339127116166,1.9515281964776847,0.7783498666358013,0.060521444728147085,0.08318999999999999,1.0240962281796808,-0.018306882950902104,0.2165529283537173,0.04647887629987715,0.11688700000000002,0.0325687123379772,0.04647887629987715,0.29939,0.013958514940350261,0.021266546101595153,2170.7444924336305,0.013958514940349363,0.004225954513045146,0.004788761670062035,0.04108113466057139,0.02217211247372856,0.0070854709403591724,0.0368965326961762,8.485616996309276e-05,0.012813058409930272
Coke + Bitumen_Coke + Bitumen 3_raw275,Coke + Bitumen,Coke + Bitumen_Coke + Bitumen 3,275,/Users/arushimukherji/Desktop/AriyaLab/Processed_Data/NPZ/Coke + Bitumen_Coke + Bitumen 3_raw275.npz,single,1,1,0,1,450,332,149400,0.0245,1.0845210510208543,0.2441164778757107,0.8295220452226117,6.796116775410417,488.0344729593844,360.06098893892363,175722.17497004234,140448.35952592205,422.8763475787993,500.65537360251443,358.5700781338262,119410,1363.9036790187179,1479.1822514605897,389.9199072076544,0.8066463270543941,0.9803937667284373,0.019606233271480682,461.6373035186823,330.62528182030763,1.3962553044252033,0.7764481315635205,0.08373318888167977,0.19653999999999994,1.1866053109227948,-0.1293188885126868,0.2977511146470145,0.15715660379780483,0.43915100000000007,0.13571058828687774,0.15715660379780483,0.53953,0.019192367491413568,0.03501602917052269,2291.760602149694,0.01919236749141196,0.0045705035395715845,0.007503946204850285,0.06601413863711321,0.029623787045305595,0.01857816797929281,0.05759922612327356,6.230176206539345e-05,0.03921277877224305
Coke + Bitumen_Coke + Bitumen 3_raw276,Coke + Bitumen,Coke + Bitumen_Coke + Bitumen 3,276,/Users/arushimukherji/Desktop/AriyaLab/Processed_Data/NPZ/Coke + Bitumen_Coke + Bitumen 3_raw276.npz,single,1,1,0,1,442,331,146302,0.0245,1.0845210510208543,0.2441164778757107,0.8295220452226117,6.796116775410417,479.3583045512176,358.97646788790274,172078.35102052966,126298.8430273303,401.0095776869872,486.0021871453187,326.7071781507129,107380,1338.6316010800758,1451.7741509330929,369.7573019071588,0.7530279866927165,0.9701843151426662,0.02981568485724342,448.12609832501386,301.245584715193,1.48757731585904,0.7583452151238592,0.07271179220797312,0.15235999999999994,1.1210047811620392,-0.08488811747805103,0.21781073784689886,0.06277743466765484,0.17197200000000007,0.05101661877763743,0.06277743466765484,0.28409999999999996,0.014039590512664903,0.02016367396569271,1507.5712292499572,0.014039590512663595,0.004458641779664677,0.004504795397660167,0.03714250025240627,0.020216945829886958,0.007552495702244704,0.03416377650377663,0.00010131467784146593,0.05130490390736164
Coke + Bitumen_Coke + Bitumen 3_raw278,Coke + Bitumen,Coke + Bitumen_Coke + Bitumen 3,278,/Users/arushimukherji/Desktop/AriyaLab/Processed_Data/NPZ/Coke + Bitumen_Coke + Bitumen 3_raw278.npz,single,1,1,0,1,472,402,189744,0.0245,1.0845210510208543,0.2441164778757107,0.8295220452226117,6.796116775410417,511.8939360818432,435.9774625103834,223174.2193274144,178413.288332368,476.616044642863,530.6677977110154,439.25868274705545,151688,1508.999133448223,1636.5413261968251,439.4714553435608,0.8371111150669883,0.9839008886293712,0.016099111370563916,489.3107397145499,405.025501656776,1.2080985955526287,0.7728158458810189,0.09456046302469191,0.23794000000000004,1.2706469265143228,-0.1786249710265957,0.22991239320183537,0.1861240387776675,0.502363,0.15376781113188326,0.1861240387776675,0.71073,0.01481963601174462,0.04581205804499962,2247.960947349518,0.014819636011743641,0.0049142633081681285,0.007434761925707367,0.08458757429433711,0.03014605187573853,0.02122465338366451,0.07424712199809498,7.807455486241724e-05,-0.1120318225769023
Coke + Bitumen_Coke + Bitumen 3_raw286,Coke + Bitumen,Coke + Bitumen_Coke + Bitumen 3,286,/Users/arushimukherji/Desktop/AriyaLab/Processed_Data/NPZ/Coke + Bitumen_Coke + Bitumen 3_raw286.npz,single,1,1,0,1,372,342,127224,0.0245,1.0845210510208543,0.2441164778757107,0.8295220452226117,6.796116775410417,403.4418309797578,370.90619944913215,149639.07622750112,112412.79217260258,378.3231585936195,414.60631275498355,351.86168349760476,95574,1209.5016587651646,1311.730010175463,348.8389259364821,0.8209877746041396,0.9782294961155998,0.02177050388429783,382.29438918194967,324.4396991339164,1.178321858275898,0.7728072597149853,0.07981519385680308,0.17696,1.1592952295926526,-0.11102649462342151,0.1501672613890807,0.10469629325285822,0.28404,0.09056990610466936,0.10469629325285822,0.36142,0.00967944408596119,0.023685645532361882,925.1031890716548,0.009679444085960177,0.0041166077563059,0.0044666457428198456,0.04557053132233592,0.01665140193386674,0.012321696347805822,0.04099881461701056,8.116953310691213e-05,-0.01103130051947862
Coke + Bitumen_Coke + Bitumen 3_raw288,Coke + Bitumen,Coke + Bitumen_Coke + Bitumen 3,288,/Users/arushimukherji/Desktop/AriyaLab/Processed_Data/NPZ/Coke + Bitumen_Coke + Bitumen 3_raw288.npz,irregular,1,1,0,1,702,560,393120,0.0245,1.0845210510208543,0.2441164778757107,0.8295220452226117,6.796116775410417,761.3337778166397,607.3317885716784,462382.20498141256,230666.5235747984,541.9351801295235,865.4919666780137,386.03622308780285,196114,2170.510893481154,2353.964755450395,499.70001008224096,0.5231118065744174,0.8648031291202716,0.1351968708796843,798.0407257778264,355.9508805517688,2.241996773658103,0.7915428258053989,0.06589481147363409,0.12661,1.0860001982250544,-0.06407522516539221,0.27686020253526017,0.1405834326628707,0.39853400000000017,0.11771408309007823,0.1405834326628707,0.51775,0.017845786260458518,0.03337300107326067,3499.808526683562,0.01784578626045761,0.004644608393467492,0.00716112506881121,0.06354496537885594,0.03140103977851645,0.016006958707478442,0.05777451189754875,7.031255303315684e-05,-0.05348815761302378
Coke + Bitumen_Coke + Bitumen 3_raw28,Coke + Bitumen,Coke + Bitumen_Coke + Bitumen 3,28,/Users/arushimukherji/Desktop/AriyaLab/Processed_Data/NPZ/Coke + Bitumen_Coke + Bitumen 3_raw28.npz,single,1,1,0,1,352,421,148192,0.0245,1.0845210510208543,0.2441164778757107,0.8295220452226117,6.796116775410417,381.7514099593407,456.5833624797796,174301.3423906326,138654.6760130083,420.1673673218854,467.5040555995885,383.051149692118,117885,1338.5310960166876,1451.665151076114,387.42204858668623,0.8268209685372757,0.9806670049662687,0.019332995033648118,431.06959994877855,353.1984458315068,1.2204742264195019,0.7666152091445052,0.07783508215691086,0.17643200000000003,1.17086816657385,-0.11789888217700972,0.23707054519234844,0.07956409946239143,0.21118,0.06574630738088495,0.07956409946239143,0.40764999999999996,0.015281034397185393,0.027994646250367627,1801.4047399122,0.015281034397184097,0.0043788327516084595,0.004421801709713622,0.052497154684801726,0.019582200741021263,0.00980545028289846,0.04769269781633242,9.15181175838824e-05,0.10788813938818259
Coke + Bitumen_Coke + Bitumen 3_raw293,Coke + Bitumen,Coke + Bitumen_Coke + Bitumen 3,293,/Users/arushimukherji/Desktop/AriyaLab/Processed_Data/NPZ/Coke + Bitumen_Coke + Bitumen 3_raw293.npz,single,1,1,0,1,552,432,238464,0.0245,1.0845210510208543,0.2441164778757107,0.8295220452226117,6.796116775410417,598.6556201635116,468.513094041009,280477.9968678459,203481.33863448657,508.9994960361701,629.553961104982,430.90568777976387,173001,1692.680374315355,1835.7474985948618,469.33113521130036,0.7587672190762781,0.9771031600349621,0.022896839964981337,580.4903099966441,397.3234889024556,1.4610017434412408,0.7768613610903985,0.0904580277909666,0.22717999999999994,1.2322826779021423,-0.15742253408736295,0.3552494100612135,0.24694828440042782,0.68221,0.212909319054674,0.24694828440042782,0.86445,0.022898578354897337,0.05572050367509451,3961.476953975594,0.02289857835489601,0.005651526045540458,0.010596952458603972,0.10540264916025593,0.04336328926200104,0.028744259981139095,0.09288262835428376,6.921378326571064e-05,-0.10768242987070742
Coke + Bitumen_Coke + Bitumen 3_raw296,Coke + Bitumen,Coke + Bitumen_Coke + Bitumen 3,296,/Users/arushimukherji/Desktop/AriyaLab/Processed_Data/NPZ/Coke + Bitumen_Coke + Bitumen 3_raw296.npz,single,1,1,0,1,451,481,216931,0.0245,1.0845210510208543,0.2441164778757107,0.8295220452226117,6.796116775410417,489.1189940104053,521.6546255410309,255151.1856655037,187028.85012390456,487.9882457437896,594.6271770939752,430.5058230058033,159013,1671.0235200658626,1812.260184262397,449.9573754556896,0.7156115966094112,0.9664093837364186,0.0335906162635205,548.285509565956,396.9547871851545,1.3812291154211858,0.7692549578965242,0.06923097933249828,0.1501,1.1275603552737294,-0.09039007511611064,0.26826443529774296,0.12031609950088601,0.33566600000000013,0.10004762203556412,0.12031609950088601,0.48918,0.017291722428023643,0.03201294250706887,2749.6086584473237,0.017291722428022554,0.003884847965729771,0.005500456531077429,0.0614688612225735,0.02380610913367704,0.013635063500105469,0.05195721821845353,6.273529822140357e-05,0.08171743970275694
Coke + Bitumen_Coke + Bitumen 3_raw29,Coke + Bitumen,Coke + Bitumen_Coke + Bitumen 3,29,/Users/arushimukherji/Desktop/AriyaLab/Processed_Data/NPZ/Coke + Bitumen_Coke + Bitumen 3_raw29.npz,single,1,1,0,1,462,512,236544,0.0245,1.0845210510208543,0.2441164778757107,0.8295220452226117,6.796116775410417,501.0487255716347,555.2747781226774,278219.7199204397,187204.10182451055,488.2168220981277,622.3005983581763,375.53227553025494,159162,1632.7463914933371,1770.7478325528612,450.16813794307785,0.7502599893915012,0.9820086624957747,0.01799133750416355,573.8022307380828,346.2655475214319,1.657116149282994,0.7762259678189519,0.07390775669172432,0.16459000000000001,1.1436511602444517,-0.10224786180166023,0.3028325353413503,0.173793686610796,0.48178999999999994,0.1489998694159146,0.173793686610796,0.6423099999999999,0.019519904446093927,0.041723502838670455,3106.8270314492015,0.0195199044460927,0.004688450463893116,0.007683450759984789,0.07978406263158079,0.032478561041800656,0.020464454331552376,0.06975663875216467,6.95645167742467e-05,-0.00924496010199971
Coke + Bitumen_Coke + Bitumen 3_raw300,Coke + Bitumen,Coke + Bitumen_Coke + Bitumen 3,300,/Users/arushimukherji/Desktop/AriyaLab/Processed_Data/NPZ/Coke + Bitumen_Coke + Bitumen 3_raw300.npz,single,1,1,0,1,401,431,172831,0.0245,1.0845210510208543,0.2441164778757107,0.8295220452226117,6.796116775410417,434.8929414593626,467.4285729899882,203281.38702976832,152620.70750962332,440.8205078563283,491.4795256903813,406.37209647099246,129759,1424.6559876977153,1545.0694091210794,406.46560750608404,0.8033916960830438,0.979919648386097,0.020080351613827416,453.1765660313869,374.70189821440204,1.2094322665322665,0.7991004092972357,0.06697802714260745,0.13410999999999995,1.109503152498001,-0.08148251677738172,0.2757508592852904,0.17851517623429897,0.48638999999999993,0.15860879545593728,0.17851517623429897,0.55905,0.017774280488422108,0.036035106228887254,2306.3728618971645,0.01777428048842074,0.004306987767432346,0.006653225335081191,0.06854767246230903,0.026235170921052,0.019835808056239763,0.06038633330481326,6.38736886716101e-05,0.056455660315310185
Coke + Bitumen_Coke + Bitumen 3_raw301,Coke + Bitumen,Coke + Bitumen_Coke + Bitumen 3,301,/Users/arushimukherji/Desktop/AriyaLab/Processed_Data/NPZ/Coke + Bitumen_Coke + Bitumen 3_raw301.npz,single,1,1,0,1,421,542,228182,0.0245,1.0845210510208543,0.2441164778757107,0.8295220452226117,6.796116775410417,456.5833624797796,587.810409653303,268384.45334012184,189477.6691887481,491.17253715508303,634.0590901074544,404.88603417158515,161095,1662.396103067893,1802.9035689121636,452.8935023370406,0.7325257586371084,0.9667536831997499,0.03324631680019004,584.6443363276514,373.33165067701356,1.566018673389828,0.7568048197647351,0.06966782728127763,0.14991600000000005,1.1275184079525504,-0.08931240202779267,0.3693024262081381,0.11612933296395689,0.29462999999999995,0.09775823052093414,0.11612933296395689,0.5629299999999999,0.023804404183876308,0.03717923132603911,3834.770492001554,0.02380440418387483,0.004842193997044855,0.006778842586508309,0.057431376659453325,0.031840948735104534,0.011445712437741378,0.05217560972331804,7.678378004728936e-05,0.13115330133971698
Coke + Bitumen_Coke + Bitumen 3_raw303,Coke + Bitumen,Coke + Bitumen_Coke + Bitumen 3,303,/Users/arushimukherji/Desktop/AriyaLab/Processed_Data/NPZ/Coke + Bitumen_Coke + Bitumen 3_raw303.npz,single,1,1,0,1,360,282,101520,0.0245,1.0845210510208543,0.2441164778757107,0.8295220452226117,6.796116775410417,390.4275783675075,305.83493638788093,119406.39359410106,77237.77634493132,313.5955854118114,399.17005029978947,274.84567086726787,65668,1166.1635636485403,1264.7289337103398,289.155830692844,0.6067988061848204,0.9070416309841561,0.09295836901570582,368.06113622603516,253.42585153931037,1.4523425056695254,0.8111442777304014,0.07524024231518722,0.11698300000000006,1.0439040318925925,-0.034150552493176556,0.1350883355667905,0.08881255181272688,0.239273,0.07867800601792337,0.08881255181272688,0.30255,0.00870749042560212,0.019501692853143435,571.80348126844,0.008707490425600794,0.00414323004282266,0.004836277319692023,0.036652575966772113,0.017400040895623175,0.010655541803073373,0.03420803889438855,6.671028992748426e-05,-0.04916018444086706
Coke + Bitumen_Coke + Bitumen 3_raw304,Coke + Bitumen,Coke + Bitumen_Coke + Bitumen 3,304,/Users/arushimukherji/Desktop/AriyaLab/Processed_Data/NPZ/Coke + Bitumen_Coke + Bitumen 3_raw304.npz,single,1,1,0,1,402,382,153564,0.0245,1.0845210510208543,0.2441164778757107,0.8295220452226117,6.796116775410417,435.9774625103834,414.2870414899663,180619.81309972945,138360.62953548145,419.72160411280584,453.6475201139954,401.1523665237372,117635,1347.2001435749996,1461.0669156454044,387.01102548237674,0.8144832923344473,0.9789863515312102,0.02101364846870664,418.2929595391249,369.88896264036043,1.1308608847186048,0.7841767608279848,0.08294383103228013,0.19092199999999993,1.1913467691192687,-0.1332603728306463,0.2243440623963956,0.14405939316856098,0.39177,0.12720104865084583,0.14405939316856098,0.47002,0.014460713925899697,0.03039569751058773,1701.086082673211,0.014460713925898469,0.004069699534840934,0.005485491934668446,0.056850097845122495,0.01952296475644674,0.016391925370087088,0.050227526566614854,6.611596260387737e-05,0.08716877750520347
Coke + Bitumen_Coke + Bitumen 3_raw309,Coke + Bitumen,Coke + Bitumen_Coke + Bitumen 3,309,/Users/arushimukherji/Desktop/AriyaLab/Processed_Data/NPZ/Coke + Bitumen_Coke + Bitumen 3_raw309.npz,single,1,1,0,1,280,260,72800,0.0245,1.0845210510208543,0.2441164778757107,0.8295220452226117,6.796116775410417,303.6658942858392,281.9754732654221,85626.33425581714,55591.250855315135,266.0469487332634,311.9520694666958,255.56622476678987,47264,973.7199128346443,1056.019743267363,245.31284891412176,0.6264295477839694,0.93019228119877,0.06980771880103329,287.64040050034697,235.6489295677817,1.2206310507241687,0.7946225846310089,0.07581152332555863,0.09921999999999997,1.0104047095813486,-0.00804740338507226,0.29137057125930943,0.17083739324223576,0.474351,0.14767302816356814,0.17083739324223576,0.5994,0.018781092008408506,0.03871332582250189,887.6695326854197,0.018781092008404533,0.005811843005921413,0.009691210913454273,0.07410135845583399,0.03030736919042711,0.020886565928056586,0.06643560886301862,4.1720815324289e-05,0.02752314202606998
Coke + Bitumen_Coke + Bitumen 3_raw312,Coke + Bitumen,Coke + Bitumen_Coke + Bitumen 3,312,/Users/arushimukherji/Desktop/AriyaLab/Processed_Data/NPZ/Coke + Bitumen_Coke + Bitumen 3_raw312.npz,aggregate,1,1,0,1,681,391,266271,0.0245,1.0845210510208543,0.2441164778757107,0.8295220452226117,6.796116775410417,738.5588357452018,424.047730949154,313184.19847020175,219465.70515284585,528.6136722728527,769.750992374549,390.31059093929804,186591,2158.4032457428293,2340.8337565998363,487.4167004644781,0.5033097985612802,0.9417699668900437,0.0582300331099058,709.7612274561072,359.8921298686647,1.9721498986796964,0.7778196755470521,0.07214189894588863,0.15305999999999997,1.1028564906997709,-0.07470897544638111,0.3533173370098236,0.1953266686041411,0.56137,0.16071752117335883,0.1953266686041411,0.75986,0.02277404126939729,0.04897886739841207,4249.43113449811,0.022774041269396066,0.005507034462734802,0.01002713767705106,0.09142266294524569,0.041388395162096955,0.022307459814226736,0.08308542712172817,6.743472521693766e-05,-0.09455553238626518
Coke + Bitumen_Coke + Bitumen 3_raw318,Coke + Bitumen,Coke + Bitumen_Coke + Bitumen 3,318,/Users/arushimukherji/Desktop/AriyaLab/Processed_Data/NPZ/Coke + Bitumen_Coke + Bitumen 3_raw318.npz,irregular,1,1,0,1,441,631,278271,0.0245,1.0845210510208543,0.2441164778757107,0.8295220452226117,6.796116775410417,478.2737835001967,684.332783194159,327298.4293914903,218400.08071828855,527.3287583129489,699.6707521826834,467.1291525161252,185685,2158.469262920812,2340.9053536190877,486.23192497423355,0.500835320189294,0.8957870006319307,0.10421299936802093,645.142619891137,430.7239145578768,1.4978100776070293,0.7651214265018715,0.06733945780555087,0.13566600000000006,1.109726936282439,-0.07809581899345241,0.18081873533134069,0.12866664845315762,0.35388600000000003,0.10880074761221871,0.12866664845315762,0.47129,0.011655169190301245,0.030378293917560632,2164.1900911010866,0.011655169190300617,0.004419178612378197,0.006413542045807092,0.05773128376365799,0.027935734549567017,0.014319847715238226,0.05236651434838871,7.012428737850701e-05,-0.18195972749326642
Coke + Bitumen_Coke + Bitumen 3_raw31,Coke + Bitumen,Coke + Bitumen_Coke + Bitumen 3,31,/Users/arushimukherji/Desktop/AriyaLab/Processed_Data/NPZ/Coke + Bitumen_Coke + Bitumen 3_raw31.npz,irregular,1,1,0,1,371,221,81991,0.0245,1.0845210510208543,0.2441164778757107,0.8295220452226117,6.796116775410417,402.3573099287369,239.6791522756088,96436.65895561407,71775.56897839266,302.303643327625,408.96942280455323,242.71327324124007,61024,1234.4650788387053,1338.8033647506943,278.74391469217505,0.5032142345156211,0.8787891879435955,0.12121081205626054,377.09680454758563,223.7976598174607,1.684989936244921,0.8152010848190874,0.08905910285876902,0.1578440000000001,1.0567299543447721,-0.04370363780669184,0.29825963325904564,0.19290483210208,0.5144299999999999,0.17340909295715773,0.19290483210208,0.6156,0.019225145457970955,0.03977945703979158,1173.1952764272196,0.019225145457967805,0.0060097627757875445,0.009823398409202296,0.07563566156251958,0.029644516224707075,0.022527139910201187,0.06807171751175375,5.384963197518768e-05,0.0597203106395619
Coke + Bitumen_Coke + Bitumen 3_raw326,Coke + Bitumen,Coke + Bitumen_Coke + Bitumen 3,326,/Users/arushimukherji/Desktop/AriyaLab/Processed_Data/NPZ/Coke + Bitumen_Coke + Bitumen 3_raw326.npz,single,1,1,0,1,292,330,96360,0.0245,1.0845210510208543,0.2441164778757107,0.8295220452226117,6.796116775410417,316.68014689808945,357.8919468368819,113337.27429794698,87995.17267877341,334.72217375072944,363.95498812655813,314.1003212750229,74814,1080.1219330881977,1171.414974103489,308.6359397410102,0.8058369354249961,0.9718123246387598,0.02818767536111034,335.59052430007614,289.6212304771418,1.1587221135246244,0.7902670787553132,0.06884756070355437,0.117757,1.069017364218448,-0.05174219622218723,0.2042271689790681,0.08790900738244271,0.24040999999999998,0.07397831004766497,0.08790900738244271,0.37073,0.013164024199956402,0.024439801230202826,984.8533064955383,0.013164024199954643,0.004329338892771399,0.005537728851803172,0.045341173893052214,0.022503578688224786,0.011346746873909673,0.0402112154752875,7.129977617593107e-05,-0.012125729223995602
